@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {1, 2, 3}


@data

?,?,0.871,?,?,?,5.22,?
14.88,?,0.8811,5.554,3.333,1.018,4.956,?
14.29,14.09,0.905,5.291,?,2.699,4.825,1
13.84,?,?,?,3.379,?,?,1
16.14,?,0.9034,?,?,?,5.175,1
14.38,?,?,5.386,3.312,?,4.956,?
?,14.49,?,5.563,?,?,5.219,1
14.11,14.1,?,?,?,2.7,5.0,?
?,15.46,?,6.053,?,?,?,?
16.44,15.25,0.888,?,?,1.969,?,1
?,?,?,?,?,4.543,5.314,1
14.03,?,0.8796,?,?,?,?,?
13.89,14.02,?,?,?,3.986,?,1
?,?,?,5.479,?,3.136,4.872,?
?,?,?,?,?,?,4.825,1
14.59,?,?,5.351,3.333,?,4.781,?
?,?,?,5.119,?,5.234,4.781,1
?,14.75,?,5.527,?,?,?,1
?,14.21,0.9153,5.205,?,?,?,1
?,?,?,?,3.049,4.102,?,?
?,14.4,?,?,3.129,?,?,?
14.11,?,?,5.52,3.168,?,?,?
?,?,?,5.618,?,?,?,1
?,?,?,?,2.936,?,?,?
15.01,14.76,0.8657,?,?,?,?,?
16.19,15.16,?,5.833,3.421,0.903,?,1
?,13.76,0.8641,?,?,?,?,1
?,?,0.8564,?,2.956,?,?,?
14.11,?,?,?,?,?,5.038,?
?,?,0.8604,?,3.065,3.531,5.097,?
13.16,?,0.8662,?,?,?,5.056,?
15.49,14.94,0.8724,?,3.371,?,?,1
14.09,14.41,0.8529,5.717,?,?,?,?
?,?,0.8728,?,3.15,2.124,5.012,1
15.05,?,?,?,3.328,?,?,1
?,?,0.9,5.709,3.485,?,?,?
16.2,15.27,0.8734,?,3.464,?,?,?
17.08,15.38,?,?,?,2.956,?,?
?,?,?,?,3.288,?,?,?
14.28,?,?,?,?,?,?,1
13.54,13.85,0.8871,?,3.156,?,?,1
?,?,?,5.351,?,?,?,?
13.16,13.55,0.9009,?,3.201,?,?,?
?,14.86,0.882,?,?,?,?,?
?,?,?,?,3.462,3.128,?,?
?,?,?,?,?,?,?,?
?,14.76,?,?,?,1.367,5.132,?
14.99,?,?,?,?,?,?,?
?,?,0.8819,?,?,2.704,5.111,?
14.86,14.67,0.8676,?,3.258,?,?,1
?,14.4,?,5.585,3.272,?,?,?
?,14.91,?,5.674,?,?,5.136,?
?,14.61,?,?,?,4.116,5.396,?
14.33,?,?,?,?,?,?,?
?,?,0.8557,5.741,?,1.481,?,?
?,?,?,?,?,?,5.439,?
14.46,?,?,?,?,?,?,?
?,14.43,?,?,?,?,5.088,?
?,?,0.8857,?,?,?,?,?
?,?,?,?,3.032,?,?,1
?,?,?,?,2.85,?,?,1
?,12.63,0.884,4.902,?,?,4.703,1
?,?,?,?,3.042,?,?,1
?,?,0.868,?,3.07,?,?,?
12.78,13.57,?,5.262,?,1.176,?,1
?,13.5,0.8879,?,3.119,2.352,?,?
?,?,?,5.63,?,1.313,?,?
?,?,?,?,?,2.217,?,?
?,14.39,?,?,3.153,1.464,?,1
12.73,?,0.8458,5.412,?,3.533,?,?
17.63,?,?,?,?,?,?,?
16.84,15.67,?,?,?,?,5.877,?
?,?,0.8763,?,?,4.539,5.791,2
19.11,?,?,6.154,3.93,2.936,?,2
16.82,?,?,?,?,4.004,?,?
?,?,?,?,?,4.92,?,2
17.32,?,?,?,?,3.824,5.922,2
20.71,?,0.8763,6.579,3.814,?,?,?
18.94,16.49,0.875,?,?,5.064,6.362,?
17.12,15.55,?,?,3.566,?,5.746,2
?,15.34,?,?,3.467,?,5.88,2
?,16.19,0.8977,?,?,?,?,?
?,16.89,?,6.285,?,5.173,6.187,2
?,?,?,6.384,3.772,?,6.273,?
?,16.71,?,?,3.801,?,?,?
18.27,16.09,?,6.173,?,2.443,?,?
?,?,?,6.084,3.764,1.649,?,2
18.98,16.66,0.859,?,3.67,3.691,?,2
?,?,?,?,4.033,?,?,2
20.88,?,?,?,4.032,?,6.321,?
?,?,0.8746,?,3.785,?,6.449,?
18.76,?,?,?,?,?,6.053,?
18.81,16.29,0.8906,?,3.693,3.237,?,?
18.59,?,?,?,3.86,6.001,?,2
18.36,?,0.8452,6.666,3.485,?,?,?
16.87,?,?,6.139,?,?,?,?
19.31,?,0.8815,?,?,3.477,?,2
?,?,?,?,?,?,?,?
18.17,16.26,0.8637,?,3.512,2.853,6.273,?
?,?,?,?,?,?,6.097,2
?,?,0.8866,?,?,?,?,2
?,?,?,5.89,3.694,2.068,?,?
19.46,?,?,6.113,3.892,?,?,2
?,?,0.8717,?,?,?,6.229,?
?,?,0.8829,?,?,?,6.148,?
18.83,?,?,?,?,2.553,?,?
?,?,?,6.152,3.806,?,?,?
17.63,15.86,?,6.033,3.573,?,?,2
?,?,?,6.675,3.763,?,?,?
?,16.22,0.8865,6.153,?,?,5.894,2
?,16.12,0.8921,?,?,2.235,?,?
?,16.72,?,6.303,?,3.678,?,?
19.13,16.31,?,?,?,?,?,2
?,?,?,?,?,?,6.053,?
?,17.25,?,?,?,?,?,2
19.06,16.45,?,6.416,3.719,2.248,?,?
18.96,?,0.9077,?,?,?,?,?
?,?,0.889,6.245,3.815,?,?,2
18.89,?,0.9008,6.227,?,?,5.966,2
?,16.9,0.8811,?,3.857,3.063,?,?
?,16.91,?,?,?,?,?,?
18.14,16.12,?,6.059,3.563,?,?,?
16.17,15.38,0.8588,?,3.387,4.286,?,?
18.43,?,?,5.98,3.771,2.984,?,?
15.99,14.89,0.9064,?,3.582,?,?,?
18.75,16.18,?,?,3.869,?,?,?
?,?,0.8698,?,?,4.391,?,?
17.98,15.85,?,?,?,?,?,?
?,?,0.8735,?,?,?,6.185,?
