@relation dataset

@attribute make {alfa-romero, audi, bmw, chevrolet, dodge, honda, isuzu, jaguar, mazda, mercedes-benz, mercury, mitsubishi, nissan, peugot, plymouth, porsche, saab, subaru, toyota, volkswagen, volvo}
@attribute fuel-type {diesel, gas}
@attribute aspiration {std, turbo}
@attribute num-of-doors {four, two}
@attribute body-style {convertible, hardtop, hatchback, sedan, wagon}
@attribute drive-wheels {4wd, fwd, rwd}
@attribute engine-location {front, rear}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {dohc, l, ohc, ohcf, ohcv}
@attribute num-of-cylinders {eight, five, four, six, three, twelve}
@attribute engine-size real
@attribute fuel-system {1bbl, 2bbl, idi, mfi, mpfi, spdi, spfi}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {-2, -1, 0, 1, 2, 3}


@data

?,gas,std,?,?,?,front,?,?,64.1,?,?,dohc,four,130.0,?,?,2.68,9.0,?,5000.0,21.0,27.0,13495.0,?
?,?,std,?,convertible,?,front,88.6,?,?,48.8,2548.0,dohc,four,130.0,mpfi,?,?,9.0,111.0,?,?,27.0,?,?
?,?,?,two,hatchback,?,front,94.5,171.2,?,52.4,2823.0,ohcv,?,152.0,mpfi,2.68,3.47,9.0,154.0,?,?,?,?,?
audi,gas,?,?,?,fwd,front,?,?,66.2,?,2337.0,ohc,four,109.0,mpfi,?,3.4,10.0,?,?,24.0,30.0,13950.0,2
audi,?,?,four,sedan,4wd,?,99.4,?,?,54.3,2824.0,ohc,?,?,mpfi,3.19,3.4,8.0,115.0,5500.0,18.0,22.0,17450.0,2
audi,gas,std,?,?,fwd,front,?,?,?,?,2507.0,ohc,five,136.0,?,?,?,?,?,5500.0,19.0,25.0,15250.0,?
audi,?,std,?,sedan,fwd,?,105.8,192.7,71.4,55.7,2844.0,ohc,five,?,mpfi,3.19,?,8.5,110.0,?,19.0,25.0,17710.0,?
audi,gas,std,four,?,fwd,?,?,192.7,71.4,55.7,2954.0,ohc,?,136.0,mpfi,3.19,3.4,8.5,110.0,?,19.0,25.0,18920.0,1
audi,gas,?,four,sedan,fwd,front,?,192.7,71.4,?,3086.0,ohc,five,131.0,mpfi,?,?,?,140.0,5500.0,17.0,?,23875.0,1
?,gas,std,two,sedan,rwd,?,101.2,?,64.8,?,2395.0,?,four,108.0,mpfi,3.5,?,?,?,5800.0,23.0,29.0,?,2
bmw,?,std,four,?,rwd,?,?,176.8,64.8,54.3,?,?,?,108.0,mpfi,?,2.8,8.8,?,5800.0,23.0,29.0,16925.0,0
bmw,?,std,two,sedan,?,front,?,?,?,54.3,?,?,six,164.0,mpfi,3.31,?,9.0,?,4250.0,?,?,?,?
?,gas,std,?,?,?,?,?,?,64.8,54.3,2765.0,ohc,six,164.0,mpfi,3.31,?,?,121.0,?,?,28.0,?,0
bmw,?,std,?,sedan,?,front,103.5,?,?,55.7,?,ohc,?,164.0,?,3.31,3.19,?,?,4250.0,20.0,25.0,24565.0,1
bmw,?,?,four,sedan,?,front,?,?,?,?,?,?,?,?,mpfi,3.62,3.39,?,182.0,5400.0,?,?,30760.0,0
bmw,?,std,?,sedan,rwd,?,?,193.8,67.9,53.7,?,ohc,six,?,?,3.62,?,?,182.0,5400.0,?,?,?,0
bmw,gas,std,four,sedan,rwd,?,?,197.0,70.9,56.3,3505.0,?,?,209.0,mpfi,?,3.39,?,182.0,?,15.0,?,36880.0,?
?,gas,?,?,?,fwd,front,?,141.1,60.3,?,1488.0,l,three,61.0,2bbl,2.91,?,?,48.0,5100.0,?,53.0,?,2
chevrolet,?,?,?,?,fwd,front,94.5,155.9,63.6,?,?,ohc,four,90.0,2bbl,3.03,3.11,?,70.0,5400.0,38.0,?,6295.0,?
