@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real
@attribute attr_52 real
@attribute attr_53 real
@attribute attr_54 real
@attribute attr_55 real
@attribute attr_56 real
@attribute attr_57 real
@attribute attr_58 real
@attribute attr_59 real
@attribute attr_60 real
@attribute attr_61 real
@attribute attr_62 real
@attribute attr_63 real
@attribute attr_64 real
@attribute attr_65 real
@attribute attr_66 real
@attribute attr_67 real
@attribute attr_68 real
@attribute attr_69 real
@attribute attr_70 real
@attribute attr_71 real


@data

?,92.0,64.0,?,123.0,82.0,70.0,?,?,78.0,110.0,?,94.0,70.0,383.0,?,?,?,586.0,444.0,600.0,?,618.0,559.0,?,?,474.0,?,530.0,?,752.0,?,362.0,?,330.0,534.0,481.0,386.0,222.0,?,0.230400011,?,0.26880002,?,?,0.316800028,?,0.110400006,0.115200005,?,0.129600003,?,0.139200002,0.13440001,?,?,0.225806445,0.290322572,0.354838699,?,0.322580636,0.225806445,0.225806445,0.322580636,?,0.225806445,0.354838699,?,88.07142857,0.190971438,0.288018425
90.0,88.0,99.0,83.0,123.0,101.0,?,?,?,82.0,91.0,109.0,?,?,418.0,449.0,431.0,794.0,527.0,479.0,?,435.0,773.0,?,642.0,?,?,328.0,361.0,332.0,711.0,?,378.0,739.0,341.0,685.0,463.0,?,240.0,412.0,?,0.129600003,0.139200002,0.124800004,0.129600003,?,?,?,?,0.153600007,?,0.278400004,0.158400014,0.144000009,?,?,0.225806445,0.225806445,0.225806445,0.225806445,0.322580636,?,0.225806445,?,0.322580636,0.258064508,?,0.322580636,92.07142857,?,0.27419354
87.0,90.0,83.0,65.0,?,?,96.0,62.0,64.0,109.0,116.0,?,?,68.0,?,464.0,458.0,468.0,?,395.0,436.0,?,881.0,522.0,?,309.0,542.0,363.0,374.0,375.0,403.0,420.0,322.0,340.0,?,817.0,?,?,204.0,469.0,?,0.297600001,?,0.124800004,0.124800004,0.115200005,0.139200002,0.292800009,0.105600007,0.163200006,0.163200006,0.312000006,0.120000005,0.129600003,?,?,?,?,0.258064508,?,0.258064508,?,?,0.290322572,?,0.225806445,0.258064508,0.225806445,83.57142857,?,0.271889393
71.0,?,62.0,?,83.0,94.0,?,?,?,?,79.0,92.0,83.0,78.0,535.0,?,475.0,513.0,484.0,646.0,576.0,449.0,713.0,?,481.0,318.0,?,?,?,413.0,?,?,?,487.0,345.0,?,1157.0,402.0,226.0,410.0,0.110400006,?,?,0.124800004,0.115200005,?,0.465600014,0.100800008,0.244800016,0.129600003,?,?,?,0.312000006,0.225806445,?,0.290322572,?,0.225806445,0.225806445,?,?,0.225806445,0.258064508,0.290322572,0.225806445,0.322580636,0.322580636,81.42857143,0.177942863,0.278801835
?,?,82.0,82.0,62.0,89.0,68.0,88.0,?,?,?,?,77.0,68.0,?,363.0,?,419.0,547.0,?,458.0,433.0,1569.0,537.0,523.0,?,734.0,339.0,291.0,448.0,337.0,485.0,?,390.0,?,1500.0,472.0,442.0,252.0,657.0,0.120000005,0.283200026,?,0.148800001,?,?,?,?,?,?,0.110400006,0.259200007,0.120000005,0.307200015,0.258064508,0.290322572,0.290322572,0.322580636,?,0.258064508,?,?,0.225806445,0.322580636,?,0.225806445,?,?,77.42857143,?,?
?,?,91.0,65.0,?,?,?,113.0,72.0,?,?,?,?,74.0,?,431.0,?,594.0,539.0,442.0,1357.0,?,844.0,476.0,520.0,?,?,408.0,?,434.0,529.0,?,?,1296.0,364.0,772.0,403.0,?,251.0,?,0.028800001,0.124800004,0.172800004,0.153600007,0.129600003,?,0.163200006,0.105600007,?,0.216000006,0.292800009,0.120000005,?,0.129600003,0.193548381,0.322580636,?,0.322580636,0.290322572,0.225806445,?,0.258064508,0.225806445,0.387096763,0.258064508,?,0.322580636,?,?,0.154971435,0.28341013
?,72.0,79.0,53.0,110.0,119.0,88.0,58.0,?,?,75.0,?,73.0,64.0,405.0,783.0,?,?,500.0,?,693.0,?,1049.0,?,?,352.0,?,305.0,711.0,?,?,390.0,?,?,451.0,985.0,394.0,458.0,243.0,352.0,0.13440001,?,?,?,?,?,0.542400002,?,?,0.120000005,0.096000001,?,?,?,0.290322572,0.193548381,?,0.483870953,0.225806445,0.258064508,?,0.290322572,0.258064508,0.322580636,0.225806445,0.258064508,?,0.322580636,80.5,?,?
133.0,118.0,145.0,118.0,88.0,?,89.0,?,103.0,129.0,?,149.0,111.0,108.0,1462.0,499.0,376.0,532.0,728.0,681.0,498.0,?,743.0,341.0,495.0,412.0,573.0,1329.0,?,231.0,414.0,?,?,?,281.0,?,212.0,?,263.0,462.0,?,0.518400013,?,0.974400043,?,0.096000001,?,0.105600007,0.096000001,0.220800012,0.129600003,?,?,?,0.258064508,0.258064508,0.516129017,0.419354826,0.419354826,0.258064508,0.387096763,?,?,0.419354826,0.258064508,?,0.290322572,?,116.0,0.3233143,?
136.0,104.0,?,92.0,79.0,129.0,88.0,69.0,?,146.0,?,139.0,?,120.0,418.0,395.0,?,611.0,501.0,?,458.0,392.0,?,326.0,?,?,?,?,291.0,?,519.0,422.0,347.0,?,323.0,?,?,?,?,513.0,0.124800004,0.715200007,0.940800071,0.988800049,?,?,0.796800017,0.096000001,0.091200002,0.196800008,?,0.100800008,0.153600007,?,0.290322572,?,0.419354826,0.483870953,0.354838699,0.225806445,0.516129017,0.322580636,0.322580636,?,0.354838699,0.225806445,0.290322572,0.516129017,116.0,0.354171445,0.361751141
150.0,139.0,135.0,106.0,79.0,100.0,97.0,?,?,?,101.0,157.0,110.0,?,565.0,539.0,480.0,?,?,418.0,451.0,671.0,?,?,318.0,576.0,?,415.0,400.0,?,242.0,?,318.0,?,?,488.0,?,?,419.0,?,?,0.144000009,1.003200054,0.59040004,?,0.091200002,?,?,0.115200005,0.259200007,?,?,0.216000006,?,0.322580636,0.258064508,0.677419305,0.354838699,0.322580636,0.290322572,0.387096763,0.322580636,0.258064508,0.419354826,0.290322572,0.258064508,0.419354826,?,?,0.31954287,0.370967731
?,?,?,?,78.0,91.0,?,96.0,101.0,129.0,?,?,136.0,101.0,373.0,404.0,586.0,708.0,932.0,322.0,565.0,442.0,497.0,265.0,346.0,589.0,462.0,226.0,306.0,431.0,616.0,854.0,?,469.0,?,?,?,?,451.0,326.0,0.096000001,?,0.249600008,?,0.163200006,0.081600003,0.691200018,0.110400006,?,?,0.744000018,?,0.638400018,0.302400023,?,0.387096763,?,0.290322572,0.354838699,0.225806445,0.612903237,0.225806445,0.258064508,0.516129017,?,0.290322572,0.483870953,0.548387051,112.3571429,0.379885729,0.382488468
165.0,?,123.0,?,80.0,88.0,108.0,?,?,?,106.0,?,?,81.0,404.0,?,289.0,346.0,611.0,?,?,337.0,638.0,295.0,415.0,350.0,?,?,286.0,166.0,?,?,237.0,893.0,261.0,?,?,309.0,191.0,?,?,0.950400054,0.844800055,1.075200081,0.220800012,?,0.672000051,?,0.100800008,?,0.124800004,0.105600007,?,0.302400023,0.290322572,0.580645144,?,0.516129017,0.45161289,0.225806445,0.45161289,?,?,?,0.290322572,?,0.322580636,0.483870953,?,0.427885742,0.38940091
?,135.0,139.0,100.0,59.0,79.0,?,79.0,93.0,?,?,121.0,135.0,109.0,?,382.0,?,?,1407.0,389.0,445.0,357.0,?,312.0,396.0,?,?,?,247.0,242.0,757.0,1348.0,310.0,?,278.0,?,164.0,286.0,232.0,378.0,0.096000001,?,?,0.638400018,0.13440001,?,0.244800016,?,0.100800008,0.235200018,0.302400023,0.393600017,?,?,?,?,0.419354826,0.354838699,?,0.258064508,0.387096763,?,?,0.516129017,0.548387051,0.322580636,0.225806445,0.580645144,108.7857143,?,?
148.0,95.0,165.0,?,?,74.0,?,?,102.0,150.0,?,?,?,?,?,417.0,589.0,776.0,?,?,572.0,405.0,500.0,?,?,316.0,?,299.0,322.0,?,695.0,?,?,484.0,?,398.0,160.0,308.0,?,366.0,?,0.652800024,0.705600023,0.139200002,0.470400035,0.057600003,0.542400002,?,0.081600003,?,0.302400023,0.105600007,?,?,?,?,?,?,0.354838699,0.225806445,?,?,0.193548381,?,0.419354826,0.290322572,0.258064508,0.580645144,114.2857143,0.314400015,0.354838699
?,?,159.0,90.0,85.0,84.0,?,?,100.0,?,?,120.0,135.0,98.0,?,425.0,?,710.0,484.0,388.0,?,?,?,313.0,484.0,?,528.0,?,288.0,?,620.0,399.0,?,?,270.0,749.0,165.0,350.0,195.0,?,0.480000019,0.619200051,?,?,?,0.081600003,0.302400023,0.096000001,?,0.192000002,0.172800004,?,?,0.710400045,0.290322572,?,?,?,0.322580636,?,0.483870953,0.290322572,0.225806445,0.290322572,?,0.290322572,0.258064508,0.483870953,112.8571429,0.341828592,?
164.0,110.0,158.0,82.0,79.0,?,?,87.0,?,?,?,151.0,?,?,?,?,348.0,384.0,596.0,323.0,586.0,348.0,470.0,281.0,389.0,406.0,448.0,?,?,190.0,302.0,517.0,238.0,?,261.0,?,?,280.0,?,311.0,?,0.263999999,0.931200027,0.302400023,?,?,0.230400011,?,0.100800008,0.302400023,0.216000006,?,0.561600029,?,?,0.387096763,0.580645144,?,0.290322572,?,?,0.322580636,0.193548381,0.516129017,0.516129017,0.322580636,0.322580636,0.548387051,113.4285714,0.335657157,?
166.0,?,162.0,109.0,43.0,92.0,107.0,?,93.0,155.0,117.0,?,145.0,?,450.0,423.0,453.0,?,?,391.0,466.0,?,475.0,358.0,814.0,402.0,490.0,284.0,336.0,?,289.0,474.0,299.0,359.0,297.0,382.0,?,697.0,243.0,345.0,?,0.950400054,0.182400003,0.120000005,?,0.052800003,0.201600015,0.355200022,?,0.259200007,0.59040004,?,?,0.302400023,0.290322572,?,?,?,0.290322572,0.258064508,?,?,0.354838699,0.387096763,?,?,0.290322572,?,115.4285714,0.288342872,0.331797225
161.0,93.0,165.0,?,96.0,?,118.0,98.0,?,152.0,?,?,120.0,?,?,?,433.0,?,?,367.0,?,468.0,834.0,515.0,306.0,364.0,?,236.0,?,?,386.0,426.0,284.0,397.0,370.0,?,?,?,217.0,334.0,0.100800008,0.720000029,0.782400012,?,0.120000005,?,?,?,0.096000001,?,0.206400007,?,?,?,?,0.516129017,?,?,?,?,0.516129017,0.290322572,0.322580636,0.354838699,0.419354826,?,?,0.483870953,?,?,?
?,?,156.0,?,?,94.0,?,80.0,?,147.0,?,?,?,91.0,?,?,489.0,339.0,?,357.0,?,363.0,477.0,?,?,376.0,504.0,?,?,333.0,253.0,?,?,314.0,283.0,374.0,243.0,386.0,219.0,?,0.100800008,?,0.763200045,1.036800027,0.192000002,0.244800016,?,?,0.129600003,0.192000002,0.484800011,?,?,0.835200012,0.290322572,0.290322572,0.45161289,0.516129017,?,0.290322572,0.645161271,0.322580636,?,0.419354826,0.322580636,0.290322572,?,0.516129017,?,?,?
180.0,?,95.0,129.0,85.0,?,83.0,77.0,102.0,?,121.0,152.0,135.0,101.0,?,?,?,?,?,1073.0,1657.0,?,656.0,2128.0,416.0,?,549.0,371.0,439.0,?,782.0,?,982.0,1574.0,?,?,1973.0,?,178.0,?,0.513600051,0.547200024,0.739200056,0.916800022,0.182400003,0.096000001,0.244800016,0.081600003,?,0.792000055,0.926400065,?,0.129600003,0.902400017,0.354838699,?,?,?,?,0.225806445,0.387096763,0.225806445,?,0.483870953,?,0.225806445,0.258064508,?,115.0714286,0.446400023,?
?,112.0,146.0,110.0,?,78.0,?,?,?,?,?,172.0,?,?,374.0,398.0,351.0,1179.0,502.0,?,?,?,878.0,326.0,?,373.0,612.0,231.0,286.0,?,?,425.0,233.0,522.0,285.0,776.0,163.0,?,?,?,0.432000011,?,0.676800013,0.99360007,?,?,?,?,0.100800008,?,?,0.105600007,0.182400003,0.230400011,0.258064508,?,0.45161289,0.548387051,?,?,?,0.258064508,?,?,0.258064508,?,0.354838699,?,115.0714286,0.382628595,?
149.0,?,173.0,90.0,97.0,101.0,90.0,87.0,?,?,?,?,?,?,362.0,?,466.0,?,?,323.0,577.0,374.0,?,289.0,?,314.0,524.0,?,326.0,293.0,469.0,439.0,222.0,487.0,287.0,377.0,147.0,281.0,?,397.0,0.144000009,?,0.216000006,?,?,0.091200002,0.897600055,0.340800017,?,0.59040004,0.177600011,0.388800025,0.158400014,?,0.322580636,0.290322572,?,?,0.290322572,?,0.516129017,0.290322572,0.258064508,?,0.322580636,?,0.387096763,?,113.2142857,0.307542874,0.33640552
?,94.0,?,?,?,107.0,107.0,95.0,91.0,148.0,?,119.0,118.0,?,424.0,360.0,336.0,?,?,427.0,?,393.0,?,?,?,?,506.0,268.0,?,?,?,899.0,320.0,?,298.0,335.0,?,177.0,172.0,388.0,0.13440001,0.64320004,0.302400023,?,?,0.26880002,?,0.091200002,0.115200005,?,?,?,?,?,?,0.322580636,?,0.45161289,0.387096763,?,0.419354826,0.225806445,0.322580636,?,0.322580636,?,0.419354826,?,113.3571429,?,0.384792615
136.0,84.0,147.0,81.0,89.0,87.0,98.0,78.0,?,145.0,98.0,143.0,?,98.0,?,?,?,380.0,751.0,354.0,?,374.0,615.0,?,?,356.0,?,?,381.0,187.0,299.0,662.0,?,718.0,296.0,?,149.0,189.0,213.0,?,?,0.18720001,?,0.168000013,?,0.100800008,?,?,?,?,?,0.105600007,0.144000009,0.273600012,0.193548381,0.290322572,0.548387051,?,0.290322572,?,0.483870953,0.322580636,0.290322572,?,?,0.290322572,0.290322572,0.387096763,?,0.232114297,0.34331796
154.0,?,172.0,?,79.0,102.0,87.0,?,119.0,?,?,128.0,?,90.0,425.0,408.0,?,?,559.0,?,709.0,360.0,518.0,1513.0,?,243.0,443.0,?,?,193.0,342.0,480.0,?,622.0,267.0,399.0,?,?,115.0,307.0,0.552000046,?,0.225600004,0.739200056,0.192000002,0.076800004,0.657600045,?,?,?,0.609600008,0.096000001,0.158400014,0.26880002,0.322580636,0.258064508,0.354838699,?,?,0.225806445,0.419354826,0.193548381,0.225806445,0.806451559,?,?,0.290322572,0.45161289,115.8571429,0.372342875,0.361751139
154.0,102.0,153.0,74.0,87.0,96.0,?,?,110.0,?,?,?,128.0,92.0,326.0,408.0,?,?,?,327.0,?,?,951.0,355.0,?,302.0,504.0,172.0,?,201.0,318.0,398.0,231.0,?,457.0,841.0,?,213.0,163.0,376.0,?,0.744000018,0.302400023,0.691200018,0.13440001,0.096000001,?,0.081600003,?,0.235200018,?,?,?,0.705600023,0.290322572,0.354838699,0.580645144,?,?,?,0.45161289,0.161290318,0.354838699,0.45161289,0.387096763,0.290322572,0.354838699,0.483870953,113.5714286,0.313714298,0.361751141
155.0,85.0,?,82.0,?,101.0,103.0,?,108.0,163.0,?,132.0,118.0,101.0,?,?,?,931.0,500.0,?,?,?,?,300.0,334.0,?,501.0,483.0,?,?,849.0,449.0,?,530.0,?,514.0,137.0,219.0,141.0,383.0,?,0.216000006,?,?,0.163200006,?,0.302400023,0.096000001,0.115200005,0.249600008,0.18720001,?,0.652800024,0.969600022,0.322580636,?,0.45161289,?,0.354838699,0.193548381,0.548387051,0.258064508,?,?,0.354838699,0.322580636,?,0.483870953,111.2857143,0.325714298,0.364055287
173.0,121.0,?,85.0,?,105.0,99.0,?,93.0,163.0,112.0,154.0,134.0,?,410.0,369.0,351.0,?,545.0,373.0,?,320.0,1700.0,337.0,356.0,?,?,237.0,?,184.0,653.0,468.0,?,?,251.0,1607.0,174.0,244.0,180.0,445.0,?,?,?,?,0.163200006,?,0.96480006,?,?,0.244800016,0.532800019,0.115200005,?,?,0.258064508,0.45161289,?,?,0.322580636,0.225806445,0.548387051,?,0.225806445,0.419354826,?,0.258064508,?,?,?,?,0.341013813
?,104.0,?,100.0,89.0,91.0,?,86.0,?,?,?,151.0,?,88.0,376.0,395.0,401.0,524.0,517.0,?,?,?,505.0,?,332.0,286.0,544.0,212.0,?,235.0,424.0,?,252.0,451.0,323.0,404.0,180.0,?,135.0,418.0,0.513600051,?,?,?,0.172800004,0.096000001,0.302400023,?,0.110400006,0.225600004,?,?,0.624000013,0.878400028,?,0.516129017,0.580645144,0.45161289,0.322580636,?,0.516129017,0.225806445,0.322580636,0.45161289,0.419354826,?,?,0.516129017,?,?,0.400921647
154.0,?,167.0,?,61.0,?,112.0,122.0,102.0,147.0,?,?,115.0,116.0,342.0,?,342.0,382.0,561.0,327.0,485.0,369.0,454.0,?,?,?,760.0,188.0,222.0,175.0,282.0,500.0,?,373.0,247.0,352.0,705.0,?,?,645.0,?,0.201600015,0.302400023,0.787200034,0.552000046,?,0.600000024,0.120000005,0.110400006,0.302400023,?,?,?,?,0.322580636,0.354838699,0.580645144,0.419354826,0.387096763,0.193548381,?,0.290322572,?,?,?,0.258064508,?,?,?,0.355200019,?
?,112.0,151.0,83.0,?,91.0,94.0,111.0,?,158.0,?,119.0,?,?,?,?,?,?,?,?,469.0,354.0,433.0,?,?,?,614.0,557.0,?,?,583.0,562.0,?,375.0,243.0,331.0,?,237.0,226.0,?,?,0.772800028,0.211200014,?,0.13440001,?,0.715200007,0.32160002,0.120000005,0.302400023,?,0.100800008,0.163200006,1.003200054,0.290322572,?,0.354838699,?,0.354838699,?,?,?,0.354838699,?,?,?,?,?,118.3571429,?,0.364055284
162.0,120.0,?,99.0,104.0,94.0,99.0,97.0,?,128.0,?,138.0,119.0,161.0,426.0,355.0,?,?,2239.0,347.0,466.0,?,?,?,?,291.0,6198.0,264.0,235.0,?,229.0,2135.0,?,?,240.0,?,167.0,305.0,153.0,6079.0,?,0.556800008,?,0.235200018,?,0.096000001,0.302400023,0.105600007,0.13440001,?,0.18720001,?,0.153600007,0.739200056,0.258064508,0.387096763,?,0.419354826,?,?,?,?,0.322580636,0.354838699,0.354838699,0.193548381,0.322580636,0.354838699,120.9285714,?,?
?,100.0,?,101.0,91.0,106.0,104.0,95.0,?,147.0,99.0,?,132.0,152.0,412.0,358.0,?,?,1673.0,294.0,442.0,?,?,326.0,473.0,265.0,1508.0,259.0,?,213.0,358.0,1582.0,188.0,?,448.0,324.0,179.0,374.0,155.0,1376.0,0.37440002,0.864000022,0.302400023,0.69600004,0.18720001,?,?,?,0.120000005,?,0.148800001,0.096000001,0.124800004,0.624000013,?,?,?,0.419354826,?,0.258064508,0.645161271,0.193548381,0.258064508,?,0.290322572,?,?,0.322580636,117.6428571,?,0.343317962
156.0,?,?,?,?,?,96.0,94.0,92.0,138.0,?,?,119.0,?,319.0,355.0,?,342.0,?,?,?,?,419.0,272.0,?,289.0,?,163.0,?,?,?,696.0,213.0,388.0,?,?,134.0,275.0,?,382.0,0.345600009,?,0.302400023,?,?,?,?,0.100800008,0.115200005,?,0.532800019,0.096000001,?,0.254400015,?,0.419354826,0.516129017,0.354838699,?,0.258064508,0.419354826,0.258064508,0.225806445,0.354838699,?,0.258064508,?,?,113.7857143,?,0.334101373
?,91.0,135.0,?,79.0,103.0,106.0,95.0,94.0,143.0,88.0,?,?,100.0,?,363.0,?,?,?,338.0,?,401.0,?,?,279.0,318.0,576.0,230.0,272.0,?,?,?,235.0,1727.0,?,?,942.0,191.0,189.0,457.0,?,0.748800039,0.211200014,?,0.168000013,0.081600003,0.931200027,?,0.096000001,0.302400023,0.148800001,0.100800008,0.148800001,0.254400015,?,0.45161289,0.290322572,0.322580636,?,0.258064508,?,0.258064508,0.354838699,0.483870953,?,?,0.258064508,?,110.4285714,0.273257157,0.357142844
?,95.0,?,85.0,88.0,?,96.0,84.0,111.0,?,92.0,144.0,126.0,?,?,364.0,?,327.0,?,293.0,415.0,?,?,436.0,?,?,604.0,?,?,?,?,521.0,?,319.0,436.0,301.0,310.0,?,159.0,?,?,0.820800066,?,0.868800044,?,?,0.302400023,?,0.129600003,0.18720001,?,?,0.163200006,0.792000055,?,0.354838699,?,?,?,0.354838699,0.419354826,0.258064508,0.322580636,?,0.354838699,0.258064508,0.354838699,0.548387051,113.6428571,0.340114305,0.370967729
?,?,156.0,?,?,74.0,?,?,99.0,157.0,106.0,138.0,?,81.0,374.0,366.0,325.0,515.0,?,?,?,395.0,367.0,372.0,318.0,558.0,599.0,?,?,?,424.0,398.0,220.0,255.0,298.0,?,215.0,212.0,420.0,450.0,?,?,0.302400023,0.734400034,?,?,0.302400023,0.417600006,0.110400006,0.72480005,?,0.129600003,?,0.763200045,0.322580636,?,?,0.419354826,0.45161289,?,0.677419305,0.322580636,?,?,0.419354826,?,?,0.516129017,111.2142857,?,0.398617498
176.0,111.0,164.0,?,68.0,99.0,80.0,87.0,100.0,147.0,104.0,134.0,?,81.0,?,?,?,349.0,?,341.0,508.0,?,?,?,303.0,283.0,?,172.0,233.0,155.0,?,?,?,?,355.0,254.0,152.0,?,149.0,391.0,?,0.840000033,?,?,?,?,?,?,0.326400012,0.302400023,0.844800055,?,0.172800004,?,0.258064508,0.387096763,?,0.483870953,0.387096763,0.290322572,?,?,0.322580636,0.516129017,0.419354826,?,?,?,?,0.43234288,0.387096763
