@relation dataset

@attribute make {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20}
@attribute fuel-type {0, 1}
@attribute aspiration {0, 1}
@attribute num-of-doors {0, 1}
@attribute body-style {0, 1, 2, 3, 4}
@attribute drive-wheels {0, 1, 2}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {0, 1, 2, 3, 4}
@attribute num-of-cylinders {0, 1, 2, 3, 4, 5}
@attribute engine-size real
@attribute fuel-system {0, 1, 2, 3, 4, 5, 6}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {0, 1, 2, 3, 4, 5}


@data

0,1,0,1,0,2,88.6,168.8,64.1,48.8,2548.0,0,2,130.0,4,3.47,2.68,9.0,111.0,5000.0,21.0,27.0,13495.0,5
0,1,0,1,0,2,88.6,168.8,64.1,48.8,2548.0,0,2,130.0,4,3.47,2.68,9.0,111.0,5000.0,21.0,27.0,16500.0,5
0,1,0,1,2,2,94.5,171.2,65.5,52.4,2823.0,4,3,152.0,4,2.68,3.47,9.0,154.0,5000.0,19.0,26.0,16500.0,3
1,1,0,0,3,1,99.8,176.6,66.2,54.3,2337.0,2,2,109.0,4,3.19,3.4,10.0,102.0,5500.0,24.0,30.0,13950.0,4
1,1,0,0,3,0,99.4,176.6,66.4,54.3,2824.0,2,1,136.0,4,3.19,3.4,8.0,115.0,5500.0,18.0,22.0,17450.0,4
1,1,0,1,3,1,99.8,177.3,66.3,53.1,2507.0,2,1,136.0,4,3.19,3.4,8.5,110.0,5500.0,19.0,25.0,15250.0,4
1,1,0,0,3,1,105.8,192.7,71.4,55.7,2844.0,2,1,136.0,4,3.19,3.4,8.5,110.0,5500.0,19.0,25.0,17710.0,3
1,1,0,0,4,1,105.8,192.7,71.4,55.7,2954.0,2,1,136.0,4,3.19,3.4,8.5,110.0,5500.0,19.0,25.0,18920.0,3
1,1,1,0,3,1,105.8,192.7,71.4,55.9,3086.0,2,1,131.0,4,3.13,3.4,8.3,140.0,5500.0,17.0,20.0,23875.0,3
2,1,0,1,3,2,101.2,176.8,64.8,54.3,2395.0,2,2,108.0,4,3.5,2.8,8.8,101.0,5800.0,23.0,29.0,16430.0,4
2,1,0,0,3,2,101.2,176.8,64.8,54.3,2395.0,2,2,108.0,4,3.5,2.8,8.8,101.0,5800.0,23.0,29.0,16925.0,2
2,1,0,1,3,2,101.2,176.8,64.8,54.3,2710.0,2,3,164.0,4,3.31,3.19,9.0,121.0,4250.0,21.0,28.0,20970.0,2
2,1,0,0,3,2,101.2,176.8,64.8,54.3,2765.0,2,3,164.0,4,3.31,3.19,9.0,121.0,4250.0,21.0,28.0,21105.0,2
2,1,0,0,3,2,103.5,189.0,66.9,55.7,3055.0,2,3,164.0,4,3.31,3.19,9.0,121.0,4250.0,20.0,25.0,24565.0,3
2,1,0,0,3,2,103.5,189.0,66.9,55.7,3230.0,2,3,209.0,4,3.62,3.39,8.0,182.0,5400.0,16.0,22.0,30760.0,2
2,1,0,1,3,2,103.5,193.8,67.9,53.7,3380.0,2,3,209.0,4,3.62,3.39,8.0,182.0,5400.0,16.0,22.0,41315.0,2
2,1,0,0,3,2,110.0,197.0,70.9,56.3,3505.0,2,3,209.0,4,3.62,3.39,8.0,182.0,5400.0,15.0,20.0,36880.0,2
3,1,0,1,2,1,88.4,141.1,60.3,53.2,1488.0,1,4,61.0,1,2.91,3.03,9.5,48.0,5100.0,47.0,53.0,5151.0,4
3,1,0,1,2,1,94.5,155.9,63.6,52.0,1874.0,2,2,90.0,1,3.03,3.11,9.6,70.0,5400.0,38.0,43.0,6295.0,3
