@relation dataset

@attribute parents {usual, pretentious, great_pret}
@attribute has_nurs {proper, less_proper, improper, critical, very_crit}
@attribute form {complete, completed, incomplete, foster}
@attribute children {1, 2, 3, more}
@attribute housing {convenient, less_conv, critical}
@attribute finance {convenient, inconv}
@attribute social {nonprob, slightly_prob, problematic}
@attribute health {recommended, priority, not_recom}
@attribute class {not_recom, recommend, very_recom, priority, spec_prior}


@data

usual,proper,?,1,convenient,convenient,nonprob,recommended,recommend
usual,proper,complete,1,convenient,?,?,?,?
usual,?,complete,?,convenient,?,?,not_recom,?
?,proper,complete,1,?,convenient,slightly_prob,recommended,recommend
usual,?,?,1,convenient,convenient,?,?,priority
usual,proper,complete,1,convenient,convenient,?,not_recom,not_recom
?,proper,complete,1,convenient,convenient,?,recommended,priority
usual,proper,complete,1,convenient,?,problematic,priority,priority
usual,proper,complete,1,?,convenient,?,not_recom,not_recom
usual,proper,?,1,convenient,inconv,?,recommended,very_recom
?,?,?,1,convenient,?,?,priority,?
?,proper,?,1,?,inconv,?,not_recom,not_recom
?,proper,complete,1,convenient,?,slightly_prob,?,?
?,proper,?,1,convenient,?,slightly_prob,priority,?
?,proper,complete,1,?,?,?,?,not_recom
usual,?,?,?,?,inconv,problematic,?,priority
usual,proper,complete,1,convenient,?,problematic,?,priority
usual,?,complete,1,?,inconv,?,?,?
?,proper,complete,1,?,?,nonprob,recommended,very_recom
usual,?,complete,1,less_conv,convenient,?,priority,?
?,proper,complete,1,?,convenient,nonprob,?,?
?,proper,complete,1,less_conv,convenient,slightly_prob,recommended,very_recom
?,proper,?,1,less_conv,convenient,slightly_prob,priority,?
usual,?,complete,?,?,convenient,?,not_recom,?
?,proper,?,1,?,convenient,problematic,recommended,priority
?,proper,complete,1,less_conv,convenient,problematic,priority,?
?,?,?,1,less_conv,convenient,problematic,?,not_recom
usual,?,complete,1,less_conv,inconv,nonprob,?,very_recom
?,?,complete,?,less_conv,?,?,priority,?
?,proper,complete,?,less_conv,inconv,nonprob,?,not_recom
?,?,complete,1,less_conv,inconv,?,recommended,very_recom
usual,proper,complete,1,less_conv,inconv,slightly_prob,?,priority
usual,proper,?,?,less_conv,inconv,?,not_recom,?
?,proper,?,1,less_conv,?,?,recommended,priority
?,?,?,?,less_conv,?,?,?,priority
?,?,?,?,less_conv,?,?,?,not_recom
usual,?,complete,1,?,?,nonprob,recommended,?
usual,?,complete,1,?,convenient,?,priority,priority
?,?,?,?,critical,convenient,?,not_recom,not_recom
usual,?,complete,1,critical,?,?,recommended,very_recom
usual,proper,complete,?,critical,convenient,?,priority,?
usual,proper,complete,?,critical,?,slightly_prob,not_recom,?
?,?,complete,1,critical,convenient,?,?,?
?,?,complete,1,?,?,problematic,?,priority
usual,?,complete,?,?,convenient,problematic,not_recom,not_recom
usual,proper,?,1,critical,?,nonprob,recommended,?
usual,proper,?,1,critical,inconv,nonprob,?,?
usual,proper,?,?,critical,inconv,nonprob,?,not_recom
?,proper,?,?,?,inconv,slightly_prob,?,very_recom
usual,proper,?,1,?,?,?,?,priority
?,?,?,1,critical,inconv,slightly_prob,?,not_recom
usual,?,complete,?,critical,?,?,recommended,?
?,?,?,1,?,?,?,priority,priority
usual,proper,?,1,critical,inconv,problematic,not_recom,?
?,?,complete,2,convenient,convenient,nonprob,?,very_recom
usual,proper,?,2,convenient,?,?,priority,priority
?,?,?,?,convenient,?,?,not_recom,?
?,proper,complete,2,?,convenient,slightly_prob,recommended,very_recom
usual,?,complete,2,?,convenient,slightly_prob,?,priority
?,?,complete,2,convenient,convenient,slightly_prob,not_recom,not_recom
?,proper,?,?,convenient,convenient,problematic,?,priority
usual,?,?,2,?,convenient,?,?,priority
?,?,?,2,convenient,convenient,problematic,not_recom,not_recom
usual,proper,complete,2,convenient,?,?,recommended,very_recom
usual,proper,complete,2,convenient,?,?,?,priority
usual,?,complete,2,convenient,inconv,?,not_recom,not_recom
usual,proper,complete,?,convenient,inconv,slightly_prob,?,very_recom
?,?,complete,2,convenient,inconv,slightly_prob,?,?
usual,proper,?,2,convenient,?,slightly_prob,?,not_recom
?,?,complete,2,?,inconv,problematic,?,priority
usual,proper,complete,?,convenient,?,problematic,priority,?
?,proper,complete,?,convenient,inconv,?,?,not_recom
usual,?,?,2,?,convenient,nonprob,recommended,?
usual,proper,complete,2,less_conv,convenient,?,priority,priority
?,proper,?,?,less_conv,convenient,?,?,not_recom
usual,proper,complete,?,?,convenient,?,recommended,?
?,proper,complete,2,less_conv,?,slightly_prob,?,?
?,?,?,2,?,convenient,?,?,?
usual,proper,?,?,?,convenient,?,?,?
?,proper,?,?,?,convenient,?,priority,priority
usual,proper,complete,2,?,convenient,problematic,not_recom,?
usual,proper,complete,2,?,?,?,?,?
usual,proper,complete,2,less_conv,?,?,?,?
usual,proper,?,2,?,inconv,?,not_recom,?
usual,?,complete,2,?,inconv,slightly_prob,?,very_recom
usual,proper,?,2,?,?,?,?,?
usual,proper,complete,2,less_conv,?,slightly_prob,?,not_recom
usual,proper,complete,?,less_conv,?,?,recommended,priority
usual,proper,?,2,less_conv,inconv,?,priority,?
usual,?,?,2,?,inconv,problematic,?,not_recom
?,proper,complete,?,critical,convenient,nonprob,?,priority
?,?,?,2,critical,convenient,nonprob,priority,priority
usual,?,complete,2,?,?,?,?,not_recom
?,proper,complete,?,?,convenient,slightly_prob,recommended,priority
usual,proper,complete,2,critical,convenient,?,priority,?
usual,?,complete,2,?,?,slightly_prob,not_recom,?
?,proper,?,2,critical,convenient,problematic,?,priority
usual,proper,?,2,critical,?,problematic,?,?
usual,proper,complete,2,critical,?,problematic,not_recom,?
usual,proper,complete,2,critical,inconv,?,?,?
?,?,complete,2,critical,?,nonprob,priority,priority
usual,proper,?,2,?,inconv,nonprob,not_recom,not_recom
?,proper,complete,?,?,inconv,slightly_prob,?,priority
?,proper,?,2,critical,inconv,?,?,?
?,proper,complete,?,?,inconv,?,?,?
?,?,?,2,critical,inconv,?,?,?
usual,?,?,?,critical,inconv,problematic,?,priority
usual,?,complete,?,?,inconv,?,not_recom,not_recom
?,?,complete,?,convenient,?,nonprob,recommended,?
?,proper,?,3,convenient,?,?,?,priority
usual,proper,complete,3,?,convenient,?,?,not_recom
?,proper,?,3,convenient,?,slightly_prob,recommended,?
?,?,?,?,convenient,convenient,slightly_prob,priority,?
?,proper,?,3,convenient,?,?,not_recom,?
usual,?,complete,?,convenient,?,?,?,priority
usual,proper,complete,?,convenient,?,?,priority,?
usual,?,?,3,convenient,convenient,?,not_recom,not_recom
?,?,?,3,?,?,nonprob,recommended,?
usual,proper,?,?,?,?,?,priority,priority
?,proper,complete,?,convenient,?,nonprob,not_recom,not_recom
usual,?,complete,3,convenient,inconv,slightly_prob,recommended,priority
usual,?,complete,?,convenient,inconv,?,?,priority
usual,?,complete,?,?,?,slightly_prob,?,?
usual,proper,complete,3,convenient,inconv,problematic,?,priority
usual,proper,complete,3,convenient,?,problematic,?,priority
?,proper,?,3,?,inconv,problematic,not_recom,?
?,proper,?,3,?,convenient,nonprob,?,priority
usual,?,complete,?,?,?,nonprob,priority,priority
?,?,complete,3,?,convenient,nonprob,?,not_recom
usual,?,complete,?,less_conv,convenient,slightly_prob,recommended,?
usual,proper,complete,3,less_conv,convenient,slightly_prob,?,priority
?,proper,?,3,less_conv,?,slightly_prob,?,?
usual,proper,complete,3,less_conv,convenient,problematic,recommended,priority
?,proper,?,?,less_conv,?,problematic,priority,priority
?,proper,?,3,less_conv,convenient,problematic,?,?
usual,proper,complete,3,?,inconv,nonprob,?,priority
?,proper,complete,3,less_conv,inconv,nonprob,priority,priority
usual,proper,?,?,less_conv,?,?,not_recom,?
?,proper,?,?,less_conv,inconv,slightly_prob,recommended,?
usual,?,complete,?,less_conv,inconv,slightly_prob,?,priority
?,proper,complete,?,?,inconv,slightly_prob,?,not_recom
?,?,complete,3,less_conv,inconv,?,?,priority
?,?,complete,?,less_conv,inconv,problematic,priority,priority
?,?,?,?,less_conv,inconv,problematic,not_recom,?
?,proper,complete,?,critical,convenient,?,recommended,?
usual,proper,complete,?,critical,convenient,nonprob,?,priority
usual,proper,complete,?,?,?,nonprob,?,not_recom
?,?,?,3,critical,convenient,?,recommended,priority
usual,?,?,?,?,convenient,slightly_prob,priority,priority
usual,?,complete,3,critical,convenient,?,?,not_recom
usual,?,?,3,?,convenient,problematic,recommended,priority
?,proper,?,3,critical,?,problematic,priority,priority
usual,proper,complete,?,?,convenient,?,?,not_recom
usual,?,?,3,critical,?,nonprob,?,?
usual,proper,?,?,?,?,?,priority,priority
usual,proper,complete,3,critical,inconv,nonprob,?,not_recom
?,proper,complete,3,?,?,slightly_prob,recommended,?
?,proper,?,?,?,?,?,priority,?
usual,?,complete,3,critical,inconv,slightly_prob,?,?
usual,?,complete,3,critical,?,?,?,priority
usual,proper,complete,?,?,?,problematic,priority,priority
?,proper,complete,3,?,inconv,problematic,not_recom,?
?,proper,?,more,convenient,convenient,nonprob,recommended,very_recom
?,?,complete,more,convenient,?,nonprob,priority,?
usual,proper,complete,?,?,convenient,nonprob,?,not_recom
usual,?,complete,?,?,convenient,slightly_prob,recommended,very_recom
usual,proper,complete,?,?,convenient,?,priority,?
usual,proper,?,?,?,?,slightly_prob,not_recom,not_recom
usual,proper,?,more,?,?,?,?,?
usual,?,complete,more,?,?,problematic,priority,priority
usual,proper,complete,more,convenient,convenient,?,?,?
?,proper,complete,?,convenient,?,nonprob,?,priority
?,proper,complete,more,convenient,inconv,?,priority,?
?,proper,complete,more,?,?,nonprob,?,not_recom
?,proper,?,more,convenient,inconv,slightly_prob,?,priority
usual,?,complete,more,?,inconv,?,priority,?
usual,?,?,more,?,?,?,not_recom,not_recom
usual,proper,complete,?,convenient,inconv,problematic,?,priority
?,?,complete,more,?,inconv,problematic,?,priority
usual,proper,complete,more,?,?,problematic,not_recom,not_recom
?,proper,complete,?,less_conv,?,?,recommended,?
?,proper,complete,?,less_conv,?,nonprob,priority,?
usual,proper,?,more,less_conv,convenient,nonprob,not_recom,not_recom
usual,proper,complete,more,?,convenient,slightly_prob,recommended,?
?,proper,complete,more,?,convenient,slightly_prob,priority,priority
usual,proper,?,more,less_conv,?,slightly_prob,not_recom,not_recom
usual,?,complete,more,less_conv,?,problematic,?,?
usual,?,?,more,?,convenient,problematic,priority,?
usual,proper,complete,?,less_conv,?,problematic,?,?
?,proper,?,more,?,inconv,?,recommended,priority
usual,proper,?,more,less_conv,?,?,?,priority
usual,proper,complete,more,less_conv,?,nonprob,?,not_recom
usual,?,complete,more,?,inconv,?,?,priority
?,?,complete,more,less_conv,inconv,slightly_prob,priority,priority
?,proper,?,more,less_conv,?,slightly_prob,?,?
usual,?,?,more,less_conv,inconv,?,recommended,priority
usual,?,complete,?,less_conv,inconv,problematic,priority,priority
usual,proper,complete,?,?,inconv,?,not_recom,?
?,?,complete,more,?,convenient,nonprob,?,?
?,proper,?,more,critical,?,nonprob,?,?
?,proper,?,more,?,?,nonprob,not_recom,not_recom
usual,?,complete,more,?,convenient,?,?,priority
?,?,?,more,?,?,slightly_prob,?,?
usual,proper,complete,?,?,?,slightly_prob,not_recom,?
usual,?,complete,?,?,?,?,?,priority
?,proper,complete,more,critical,convenient,?,?,priority
?,proper,complete,more,?,convenient,problematic,?,?
?,proper,complete,more,critical,?,nonprob,recommended,?
?,proper,complete,?,?,inconv,nonprob,priority,priority
usual,proper,complete,more,critical,inconv,nonprob,not_recom,?
?,?,complete,?,?,inconv,slightly_prob,?,priority
usual,?,complete,more,critical,inconv,slightly_prob,priority,priority
?,proper,?,more,critical,inconv,slightly_prob,?,not_recom
?,proper,?,more,critical,?,?,recommended,priority
usual,proper,?,more,critical,?,problematic,priority,priority
usual,proper,complete,?,critical,inconv,problematic,not_recom,not_recom
?,proper,completed,?,convenient,convenient,nonprob,?,very_recom
usual,?,completed,1,convenient,convenient,nonprob,priority,?
usual,proper,?,?,convenient,convenient,?,not_recom,?
usual,proper,?,1,convenient,?,?,?,very_recom
usual,?,completed,?,convenient,?,?,priority,?
usual,proper,completed,1,convenient,convenient,?,?,not_recom
?,proper,?,?,?,?,problematic,?,?
usual,proper,?,1,?,convenient,problematic,?,priority
?,proper,completed,1,?,convenient,problematic,not_recom,?
?,proper,completed,1,convenient,?,nonprob,recommended,very_recom
usual,?,completed,1,convenient,inconv,nonprob,priority,priority
?,?,?,?,convenient,inconv,nonprob,not_recom,not_recom
usual,proper,?,1,convenient,?,?,?,very_recom
?,?,completed,?,convenient,inconv,slightly_prob,priority,priority
usual,proper,completed,1,?,?,slightly_prob,?,not_recom
?,proper,completed,1,?,inconv,?,?,?
usual,?,completed,1,convenient,?,?,priority,priority
usual,?,completed,1,convenient,inconv,problematic,not_recom,not_recom
usual,?,completed,1,less_conv,?,?,recommended,very_recom
usual,proper,completed,?,?,?,nonprob,?,?
usual,proper,?,?,?,convenient,nonprob,?,not_recom
usual,?,?,1,less_conv,?,slightly_prob,recommended,?
usual,?,completed,?,less_conv,convenient,slightly_prob,priority,priority
?,?,completed,?,?,convenient,?,?,?
?,?,completed,?,?,?,problematic,recommended,priority
usual,proper,completed,1,less_conv,?,problematic,?,priority
usual,proper,?,1,?,?,?,not_recom,not_recom
usual,?,completed,?,less_conv,?,nonprob,recommended,?
?,proper,completed,?,?,?,nonprob,?,priority
usual,?,?,1,?,?,nonprob,not_recom,not_recom
usual,proper,?,1,less_conv,inconv,?,recommended,very_recom
?,?,?,?,less_conv,?,?,priority,?
?,proper,completed,?,?,inconv,?,?,not_recom
?,?,completed,1,less_conv,inconv,problematic,?,priority
?,proper,completed,1,less_conv,?,problematic,priority,priority
