@relation dataset

@attribute parents {usual, pretentious, great_pret}
@attribute has_nurs {proper, less_proper, improper, critical, very_crit}
@attribute form {complete, completed, incomplete, foster}
@attribute children {1, 2, 3, more}
@attribute housing {convenient, less_conv, critical}
@attribute finance {convenient, inconv}
@attribute social {nonprob, slightly_prob, problematic}
@attribute health {recommended, priority, not_recom}
@attribute class {not_recom, recommend, very_recom, priority, spec_prior}


@data

?,proper,?,1,convenient,convenient,nonprob,recommended,recommend
?,proper,?,1,convenient,?,nonprob,priority,priority
usual,proper,complete,?,convenient,?,nonprob,?,not_recom
?,?,complete,?,convenient,convenient,slightly_prob,recommended,recommend
usual,?,?,?,convenient,?,slightly_prob,priority,priority
usual,proper,complete,1,convenient,?,slightly_prob,?,not_recom
usual,proper,?,?,?,?,?,?,?
?,?,complete,1,?,convenient,problematic,priority,priority
?,proper,?,1,convenient,?,problematic,?,not_recom
usual,proper,complete,1,convenient,inconv,nonprob,?,?
usual,proper,?,1,?,?,?,?,?
usual,?,?,1,convenient,?,?,?,?
usual,proper,complete,?,convenient,inconv,slightly_prob,?,very_recom
usual,?,?,?,convenient,inconv,slightly_prob,?,priority
?,proper,complete,1,convenient,?,slightly_prob,?,not_recom
usual,?,?,?,convenient,inconv,problematic,?,priority
usual,proper,complete,?,convenient,?,?,?,?
usual,?,?,1,convenient,?,problematic,not_recom,?
usual,proper,complete,1,less_conv,convenient,nonprob,recommended,?
?,proper,?,1,less_conv,?,nonprob,priority,priority
usual,proper,?,1,less_conv,convenient,?,not_recom,?
usual,proper,?,1,?,convenient,slightly_prob,?,very_recom
usual,?,?,1,?,convenient,slightly_prob,?,?
usual,?,complete,1,less_conv,convenient,?,not_recom,not_recom
usual,?,complete,1,less_conv,convenient,problematic,recommended,?
usual,proper,complete,?,less_conv,convenient,problematic,priority,priority
?,?,?,?,less_conv,convenient,problematic,not_recom,?
usual,?,?,1,?,?,nonprob,?,?
?,proper,complete,?,?,inconv,nonprob,?,priority
?,proper,complete,?,less_conv,inconv,?,?,?
usual,?,?,1,?,inconv,slightly_prob,recommended,?
usual,proper,?,?,less_conv,?,slightly_prob,?,?
?,?,?,1,less_conv,?,slightly_prob,not_recom,not_recom
?,?,?,1,less_conv,inconv,problematic,?,priority
?,proper,?,?,?,inconv,problematic,?,?
?,proper,complete,?,less_conv,?,problematic,not_recom,?
usual,?,complete,?,?,?,nonprob,recommended,?
usual,?,?,1,?,convenient,?,priority,priority
?,?,?,1,critical,?,?,?,?
usual,proper,?,1,?,?,slightly_prob,?,?
usual,proper,?,1,critical,convenient,slightly_prob,priority,?
?,proper,complete,1,?,?,slightly_prob,not_recom,not_recom
?,?,?,1,critical,convenient,?,recommended,priority
usual,?,complete,?,critical,convenient,problematic,priority,priority
usual,proper,complete,?,?,convenient,problematic,?,not_recom
usual,proper,complete,?,?,?,nonprob,recommended,very_recom
?,?,complete,1,?,inconv,?,?,?
usual,proper,?,?,critical,inconv,nonprob,?,not_recom
?,proper,?,1,?,?,slightly_prob,recommended,very_recom
?,?,complete,?,critical,inconv,?,priority,?
usual,proper,complete,1,critical,?,slightly_prob,not_recom,not_recom
usual,proper,complete,1,?,inconv,problematic,?,?
usual,?,?,?,?,?,?,priority,priority
usual,proper,complete,1,critical,inconv,problematic,not_recom,not_recom
usual,proper,?,2,?,?,nonprob,recommended,very_recom
usual,proper,?,?,convenient,convenient,nonprob,?,priority
usual,proper,complete,?,convenient,convenient,?,?,?
usual,proper,complete,?,convenient,convenient,slightly_prob,recommended,very_recom
?,proper,?,?,?,convenient,?,priority,priority
usual,proper,complete,?,convenient,convenient,?,not_recom,not_recom
?,proper,complete,2,?,convenient,problematic,recommended,?
usual,proper,complete,2,convenient,convenient,problematic,priority,?
usual,?,complete,?,convenient,convenient,?,?,not_recom
usual,?,?,?,?,inconv,?,?,very_recom
usual,?,complete,2,?,inconv,nonprob,priority,?
usual,?,complete,2,convenient,inconv,?,not_recom,not_recom
?,proper,complete,2,convenient,inconv,?,recommended,very_recom
?,proper,?,2,convenient,inconv,slightly_prob,priority,?
?,proper,?,2,convenient,inconv,slightly_prob,?,?
?,proper,?,2,convenient,inconv,problematic,recommended,?
usual,?,complete,2,convenient,inconv,?,priority,?
usual,?,?,2,convenient,inconv,?,not_recom,not_recom
?,?,complete,?,less_conv,convenient,nonprob,recommended,?
usual,?,?,2,?,convenient,?,?,?
usual,proper,complete,2,less_conv,?,?,not_recom,?
usual,proper,complete,2,less_conv,?,slightly_prob,recommended,very_recom
usual,proper,?,?,less_conv,?,?,?,?
usual,proper,complete,2,?,convenient,?,not_recom,?
usual,proper,?,2,?,?,?,recommended,?
usual,proper,complete,2,less_conv,convenient,problematic,priority,priority
?,proper,complete,2,less_conv,convenient,?,?,not_recom
?,proper,complete,2,less_conv,inconv,nonprob,?,very_recom
usual,proper,complete,?,less_conv,?,nonprob,priority,priority
usual,proper,complete,?,?,?,?,?,?
usual,proper,complete,2,?,inconv,slightly_prob,?,very_recom
?,?,?,?,?,inconv,slightly_prob,priority,priority
?,proper,complete,?,?,inconv,?,not_recom,?
usual,proper,complete,?,less_conv,inconv,?,?,?
usual,proper,complete,?,less_conv,?,problematic,?,priority
?,?,?,2,less_conv,?,?,not_recom,not_recom
usual,proper,?,2,?,convenient,nonprob,?,priority
?,?,complete,2,critical,?,nonprob,priority,priority
usual,?,?,2,?,?,?,?,not_recom
?,?,?,2,critical,convenient,?,?,priority
?,proper,?,2,critical,?,?,?,?
usual,proper,complete,2,critical,convenient,slightly_prob,?,not_recom
usual,?,?,?,?,?,problematic,recommended,priority
?,proper,complete,?,critical,convenient,problematic,?,priority
?,proper,?,?,critical,?,?,not_recom,not_recom
usual,proper,?,?,critical,inconv,?,recommended,?
usual,?,complete,?,?,?,nonprob,?,priority
?,?,complete,2,?,?,nonprob,not_recom,not_recom
usual,?,?,2,critical,?,slightly_prob,recommended,priority
?,proper,complete,2,critical,inconv,slightly_prob,?,?
usual,proper,?,2,?,inconv,slightly_prob,not_recom,?
usual,proper,complete,?,?,inconv,problematic,recommended,priority
usual,proper,?,?,?,?,?,priority,priority
?,?,complete,2,critical,?,problematic,?,?
usual,?,?,3,?,convenient,nonprob,?,very_recom
usual,proper,complete,3,convenient,convenient,?,priority,priority
?,proper,complete,?,convenient,convenient,?,not_recom,not_recom
usual,proper,complete,3,convenient,convenient,?,?,very_recom
usual,proper,?,?,convenient,convenient,slightly_prob,?,?
usual,?,complete,3,convenient,?,slightly_prob,?,?
usual,?,complete,3,convenient,convenient,?,?,?
usual,proper,complete,?,convenient,?,problematic,priority,?
usual,proper,?,?,convenient,convenient,problematic,?,not_recom
?,?,?,3,?,inconv,nonprob,recommended,priority
usual,proper,complete,?,convenient,?,?,priority,priority
usual,proper,complete,3,convenient,?,nonprob,?,not_recom
usual,?,complete,3,?,?,?,?,?
?,proper,complete,?,convenient,inconv,slightly_prob,priority,priority
usual,?,?,3,convenient,?,slightly_prob,not_recom,not_recom
usual,?,?,?,?,?,?,recommended,?
usual,proper,complete,3,convenient,?,?,?,priority
?,?,complete,?,convenient,inconv,?,?,not_recom
usual,?,?,?,?,convenient,?,recommended,?
?,proper,complete,?,less_conv,?,nonprob,?,priority
usual,?,complete,?,less_conv,?,?,not_recom,?
?,?,complete,?,less_conv,?,slightly_prob,recommended,priority
usual,?,?,3,less_conv,convenient,?,priority,priority
usual,?,?,?,less_conv,?,?,?,not_recom
usual,proper,complete,3,less_conv,?,?,recommended,priority
usual,proper,complete,3,?,?,?,?,?
?,?,?,3,less_conv,?,problematic,not_recom,?
?,proper,complete,3,?,inconv,?,recommended,priority
usual,?,complete,?,less_conv,inconv,?,priority,?
?,proper,?,3,less_conv,inconv,nonprob,not_recom,?
usual,proper,complete,?,less_conv,inconv,slightly_prob,recommended,priority
?,proper,complete,?,less_conv,?,slightly_prob,?,priority
usual,?,complete,3,?,inconv,slightly_prob,?,not_recom
?,proper,complete,3,?,inconv,?,recommended,priority
?,proper,?,?,less_conv,inconv,?,priority,priority
usual,proper,complete,3,less_conv,inconv,problematic,not_recom,?
?,proper,complete,?,critical,?,?,recommended,priority
usual,proper,?,3,critical,convenient,nonprob,priority,priority
usual,?,?,?,critical,convenient,nonprob,not_recom,?
?,proper,complete,3,critical,?,?,recommended,?
?,?,complete,?,critical,convenient,?,priority,?
?,proper,?,3,critical,convenient,slightly_prob,?,not_recom
usual,proper,complete,3,critical,convenient,problematic,recommended,?
usual,proper,?,?,critical,convenient,?,?,?
usual,?,?,3,critical,convenient,problematic,?,not_recom
usual,?,complete,3,?,inconv,nonprob,recommended,priority
usual,proper,complete,?,critical,inconv,?,?,priority
usual,?,?,3,critical,inconv,?,?,?
?,proper,complete,3,?,?,?,recommended,priority
?,proper,?,?,critical,inconv,slightly_prob,?,?
?,proper,complete,?,?,?,?,?,?
?,proper,?,?,critical,?,?,recommended,priority
usual,proper,?,3,?,?,?,?,priority
usual,proper,?,3,?,?,problematic,?,not_recom
usual,?,?,more,convenient,?,nonprob,?,very_recom
?,?,complete,more,convenient,?,?,?,?
usual,?,?,?,?,convenient,?,?,not_recom
usual,?,?,more,?,convenient,?,?,very_recom
usual,?,complete,?,?,?,?,?,priority
usual,?,complete,?,convenient,?,?,not_recom,not_recom
usual,proper,?,?,convenient,?,problematic,?,?
?,proper,complete,?,convenient,convenient,problematic,priority,priority
?,?,complete,more,convenient,convenient,?,?,not_recom
usual,proper,complete,more,convenient,?,?,recommended,?
?,proper,complete,?,convenient,?,?,priority,?
?,proper,?,more,convenient,?,nonprob,?,not_recom
?,?,?,?,convenient,inconv,?,?,priority
?,?,complete,more,?,inconv,?,?,?
?,proper,complete,?,?,inconv,?,not_recom,?
?,proper,complete,more,convenient,?,problematic,?,priority
usual,proper,complete,more,?,?,problematic,priority,?
usual,proper,?,more,convenient,?,?,not_recom,?
?,proper,complete,more,?,?,nonprob,?,priority
usual,?,complete,more,less_conv,convenient,?,priority,priority
usual,proper,complete,more,?,?,?,not_recom,not_recom
usual,proper,?,more,?,?,?,?,?
usual,proper,complete,?,?,convenient,slightly_prob,priority,priority
usual,proper,complete,?,?,?,slightly_prob,?,?
?,proper,complete,more,less_conv,convenient,?,?,priority
usual,proper,complete,?,less_conv,?,?,?,priority
usual,?,?,?,less_conv,?,problematic,not_recom,not_recom
usual,?,complete,more,?,?,nonprob,?,?
usual,?,?,more,less_conv,inconv,nonprob,?,priority
usual,?,complete,?,less_conv,?,?,not_recom,?
usual,?,complete,more,?,inconv,slightly_prob,?,priority
?,?,?,more,?,inconv,slightly_prob,?,?
usual,?,complete,more,less_conv,?,slightly_prob,not_recom,?
usual,?,?,more,less_conv,?,?,?,priority
usual,?,?,more,less_conv,inconv,problematic,priority,?
?,proper,?,?,less_conv,inconv,?,not_recom,?
?,?,?,more,?,convenient,nonprob,?,priority
?,proper,?,more,?,convenient,nonprob,priority,?
usual,proper,complete,?,?,?,nonprob,not_recom,not_recom
usual,proper,complete,more,?,convenient,slightly_prob,recommended,priority
?,proper,?,more,critical,convenient,?,priority,?
usual,proper,complete,more,critical,convenient,?,?,not_recom
?,?,complete,more,critical,convenient,?,recommended,?
?,proper,complete,more,?,?,problematic,?,priority
usual,?,complete,more,critical,convenient,problematic,not_recom,?
usual,proper,complete,?,?,inconv,nonprob,recommended,priority
?,?,?,more,critical,?,?,priority,priority
?,proper,complete,?,critical,inconv,?,?,not_recom
usual,?,?,more,critical,?,slightly_prob,recommended,?
usual,?,?,?,critical,?,?,priority,priority
usual,proper,complete,?,?,?,slightly_prob,?,not_recom
usual,?,complete,more,?,?,problematic,recommended,?
usual,?,?,?,critical,inconv,?,priority,?
usual,proper,?,?,?,inconv,?,?,not_recom
?,?,completed,?,convenient,convenient,?,recommended,very_recom
?,proper,completed,?,convenient,?,?,?,priority
usual,proper,completed,1,convenient,convenient,nonprob,not_recom,not_recom
usual,?,?,1,convenient,convenient,slightly_prob,?,?
usual,proper,completed,?,convenient,convenient,slightly_prob,?,priority
?,?,?,?,?,convenient,?,not_recom,?
usual,proper,completed,1,?,?,problematic,recommended,priority
usual,proper,completed,?,?,?,?,priority,priority
usual,proper,completed,?,convenient,convenient,?,not_recom,?
?,proper,completed,1,convenient,?,nonprob,?,very_recom
usual,?,completed,1,convenient,?,nonprob,?,priority
?,proper,?,?,?,inconv,nonprob,?,not_recom
usual,proper,?,1,convenient,inconv,slightly_prob,?,?
usual,?,completed,1,?,?,slightly_prob,?,?
?,proper,completed,1,?,?,slightly_prob,not_recom,not_recom
?,proper,completed,?,convenient,inconv,?,recommended,priority
?,?,completed,1,convenient,inconv,problematic,?,?
?,proper,?,?,convenient,inconv,problematic,?,not_recom
?,proper,?,?,?,convenient,nonprob,?,very_recom
?,?,completed,1,?,?,nonprob,?,priority
usual,proper,completed,?,?,?,nonprob,not_recom,not_recom
?,?,completed,1,?,convenient,slightly_prob,recommended,very_recom
usual,?,?,?,less_conv,convenient,slightly_prob,priority,priority
usual,proper,completed,?,less_conv,?,?,not_recom,not_recom
?,proper,completed,?,?,?,?,?,?
?,?,?,1,?,convenient,problematic,priority,?
?,?,completed,1,less_conv,?,problematic,not_recom,not_recom
usual,?,completed,1,less_conv,inconv,?,recommended,very_recom
usual,proper,?,1,less_conv,?,nonprob,priority,?
usual,proper,?,?,less_conv,?,nonprob,not_recom,?
usual,?,?,1,less_conv,?,?,recommended,?
?,proper,completed,1,less_conv,inconv,slightly_prob,priority,?
?,?,completed,1,?,?,slightly_prob,not_recom,?
usual,proper,?,?,?,inconv,problematic,recommended,priority
usual,proper,completed,1,less_conv,?,?,?,priority
usual,?,?,1,less_conv,inconv,problematic,?,?
usual,proper,completed,1,?,?,?,?,?
?,proper,completed,1,?,convenient,nonprob,?,priority
?,proper,?,?,critical,convenient,nonprob,?,not_recom
