@relation dataset

@attribute parents {usual, pretentious, great_pret}
@attribute has_nurs {proper, less_proper, improper, critical, very_crit}
@attribute form {complete, completed, incomplete, foster}
@attribute children {1, 2, 3, more}
@attribute housing {convenient, less_conv, critical}
@attribute finance {convenient, inconv}
@attribute social {nonprob, slightly_prob, problematic}
@attribute health {recommended, priority, not_recom}
@attribute class {not_recom, recommend, very_recom, priority, spec_prior}


@data

usual,proper,complete,1,convenient,convenient,nonprob,recommended,recommend
usual,proper,complete,1,convenient,convenient,?,priority,?
usual,?,complete,?,?,convenient,nonprob,not_recom,?
usual,proper,complete,1,?,convenient,slightly_prob,recommended,?
?,?,complete,1,convenient,convenient,slightly_prob,priority,?
?,proper,complete,1,convenient,convenient,slightly_prob,not_recom,not_recom
usual,proper,complete,1,?,?,?,recommended,priority
?,?,complete,1,convenient,?,?,?,priority
?,proper,complete,1,convenient,?,problematic,not_recom,not_recom
usual,proper,complete,?,convenient,?,nonprob,?,very_recom
usual,proper,complete,?,?,inconv,?,?,priority
?,?,complete,?,convenient,inconv,nonprob,not_recom,not_recom
usual,proper,complete,1,convenient,inconv,slightly_prob,?,very_recom
?,proper,complete,1,convenient,inconv,slightly_prob,priority,priority
usual,?,complete,1,?,inconv,?,not_recom,not_recom
?,?,?,1,?,inconv,problematic,recommended,?
?,proper,?,1,convenient,?,problematic,priority,?
?,proper,complete,1,convenient,inconv,?,?,not_recom
usual,proper,complete,1,less_conv,?,nonprob,?,?
?,?,?,1,?,convenient,?,priority,priority
usual,proper,?,1,less_conv,convenient,nonprob,?,not_recom
usual,proper,complete,1,less_conv,convenient,?,recommended,very_recom
usual,proper,complete,1,?,convenient,slightly_prob,priority,priority
usual,proper,?,?,less_conv,convenient,?,not_recom,not_recom
usual,proper,complete,?,less_conv,convenient,?,recommended,priority
usual,?,?,?,less_conv,?,?,priority,priority
usual,?,complete,1,less_conv,convenient,problematic,not_recom,?
usual,?,complete,1,?,inconv,nonprob,?,very_recom
?,?,complete,1,less_conv,?,?,priority,?
usual,?,?,?,?,?,?,not_recom,?
?,?,?,?,less_conv,?,slightly_prob,recommended,very_recom
usual,proper,complete,1,less_conv,inconv,slightly_prob,priority,priority
usual,proper,complete,?,?,?,slightly_prob,not_recom,not_recom
usual,proper,complete,1,less_conv,?,problematic,recommended,?
