@relation dataset

@attribute parents {usual, pretentious, great_pret}
@attribute has_nurs {proper, less_proper, improper, critical, very_crit}
@attribute form {complete, completed, incomplete, foster}
@attribute children {1, 2, 3, more}
@attribute housing {convenient, less_conv, critical}
@attribute finance {convenient, inconv}
@attribute social {nonprob, slightly_prob, problematic}
@attribute health {recommended, priority, not_recom}
@attribute class {not_recom, recommend, very_recom, priority, spec_prior}


@data

usual,proper,?,1,convenient,convenient,?,recommended,?
?,proper,?,?,convenient,?,nonprob,priority,priority
usual,proper,complete,1,convenient,convenient,nonprob,not_recom,?
?,proper,?,1,convenient,?,?,recommended,recommend
usual,proper,complete,?,?,convenient,slightly_prob,priority,?
?,proper,complete,1,convenient,?,slightly_prob,?,?
usual,proper,complete,1,?,?,?,recommended,?
usual,proper,complete,1,?,convenient,?,?,?
usual,?,complete,?,convenient,convenient,problematic,not_recom,?
usual,?,complete,1,convenient,inconv,nonprob,recommended,very_recom
?,proper,complete,?,convenient,?,nonprob,priority,priority
usual,?,?,?,convenient,?,?,not_recom,?
?,?,?,?,?,inconv,?,recommended,?
?,?,complete,1,?,?,?,?,priority
usual,?,?,1,?,?,slightly_prob,not_recom,?
?,?,?,?,?,?,?,recommended,priority
?,?,?,?,?,inconv,?,?,?
?,?,complete,?,?,?,?,?,?
?,proper,?,?,?,?,nonprob,recommended,very_recom
?,proper,complete,?,less_conv,convenient,?,priority,?
usual,proper,?,?,?,?,nonprob,?,not_recom
usual,?,complete,?,less_conv,?,slightly_prob,?,?
usual,proper,complete,1,less_conv,convenient,slightly_prob,priority,priority
usual,proper,complete,?,less_conv,?,?,?,not_recom
?,?,complete,1,?,convenient,problematic,recommended,?
usual,?,?,?,less_conv,?,?,priority,priority
?,?,?,?,?,convenient,problematic,not_recom,?
?,proper,complete,?,less_conv,inconv,?,recommended,?
usual,proper,complete,1,less_conv,?,nonprob,?,?
usual,proper,?,1,?,?,?,not_recom,not_recom
?,?,complete,?,less_conv,inconv,?,recommended,?
usual,?,?,1,less_conv,inconv,?,?,?
usual,?,complete,1,less_conv,?,?,?,not_recom
?,?,?,?,?,?,?,?,priority
?,?,complete,1,?,?,problematic,priority,priority
?,?,complete,?,?,inconv,problematic,?,not_recom
usual,proper,complete,1,critical,convenient,nonprob,?,?
usual,?,complete,?,critical,?,nonprob,?,priority
usual,proper,?,1,?,?,?,?,?
?,?,complete,1,?,?,?,?,very_recom
?,?,?,1,critical,convenient,?,?,priority
usual,proper,?,1,?,convenient,?,not_recom,?
?,?,?,1,?,?,?,recommended,?
?,?,?,?,critical,?,?,priority,priority
?,proper,?,?,critical,convenient,?,?,not_recom
usual,proper,?,?,critical,inconv,?,?,very_recom
?,?,complete,?,critical,inconv,nonprob,priority,?
?,?,?,1,?,?,nonprob,?,not_recom
?,proper,complete,?,critical,?,slightly_prob,?,?
?,proper,complete,?,critical,?,?,priority,priority
