@relation dataset

@attribute parents {usual, pretentious, great_pret}
@attribute has_nurs {proper, less_proper, improper, critical, very_crit}
@attribute form {complete, completed, incomplete, foster}
@attribute children {1, 2, 3, more}
@attribute housing {convenient, less_conv, critical}
@attribute finance {convenient, inconv}
@attribute social {nonprob, slightly_prob, problematic}
@attribute health {recommended, priority, not_recom}
@attribute class {not_recom, recommend, very_recom, priority, spec_prior}


@data

usual,proper,complete,?,convenient,convenient,nonprob,recommended,recommend
?,proper,complete,1,convenient,convenient,?,priority,?
?,?,complete,?,?,?,nonprob,not_recom,?
usual,proper,complete,?,?,convenient,slightly_prob,recommended,?
?,?,complete,1,convenient,convenient,slightly_prob,priority,?
?,proper,complete,1,?,convenient,slightly_prob,not_recom,not_recom
usual,proper,?,?,?,?,?,recommended,?
?,?,?,1,?,?,?,?,priority
?,proper,complete,1,convenient,?,problematic,?,not_recom
usual,?,?,?,?,?,nonprob,?,very_recom
usual,?,?,?,?,inconv,?,?,priority
?,?,?,?,?,?,nonprob,not_recom,not_recom
usual,proper,complete,1,?,inconv,?,?,very_recom
?,proper,?,1,?,inconv,slightly_prob,?,?
usual,?,?,1,?,inconv,?,not_recom,?
?,?,?,?,?,inconv,problematic,?,?
?,proper,?,?,convenient,?,problematic,priority,?
?,?,complete,?,?,?,?,?,?
usual,proper,?,1,less_conv,?,?,?,?
?,?,?,1,?,convenient,?,?,?
?,?,?,?,less_conv,?,?,?,not_recom
?,proper,?,?,less_conv,convenient,?,recommended,very_recom
usual,?,complete,?,?,convenient,slightly_prob,priority,?
?,proper,?,?,less_conv,convenient,?,?,?
?,?,complete,?,?,?,?,recommended,?
usual,?,?,?,?,?,?,priority,?
?,?,complete,?,less_conv,convenient,problematic,not_recom,?
?,?,?,?,?,inconv,?,?,very_recom
?,?,?,?,less_conv,?,?,priority,?
?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,recommended,very_recom
?,?,complete,1,?,inconv,?,priority,priority
usual,?,?,?,?,?,slightly_prob,not_recom,?
usual,proper,complete,?,less_conv,?,problematic,?,?
?,?,?,?,less_conv,?,?,priority,?
?,?,?,1,less_conv,?,problematic,not_recom,?
?,?,complete,?,?,?,nonprob,recommended,?
usual,proper,?,?,?,?,nonprob,priority,?
usual,?,?,?,critical,?,nonprob,not_recom,not_recom
?,?,?,?,?,?,?,recommended,very_recom
usual,proper,?,1,critical,?,slightly_prob,priority,?
usual,?,complete,?,?,?,?,?,?
?,proper,?,?,?,?,?,recommended,?
?,proper,?,?,?,?,?,priority,priority
?,?,complete,1,?,convenient,problematic,not_recom,?
?,?,?,?,?,?,?,?,very_recom
usual,?,complete,?,?,?,nonprob,priority,priority
?,?,?,1,?,?,?,?,not_recom
usual,proper,?,?,?,?,?,recommended,very_recom
usual,proper,?,?,?,?,?,?,?
usual,?,?,1,critical,inconv,?,not_recom,?
usual,?,?,1,?,inconv,?,?,?
usual,proper,complete,?,?,?,?,?,priority
?,proper,complete,?,critical,?,?,?,?
?,?,?,?,?,?,nonprob,?,?
usual,?,complete,2,convenient,?,?,priority,priority
?,?,?,2,?,?,?,?,?
usual,?,?,?,?,convenient,?,recommended,?
?,?,?,?,?,convenient,?,priority,priority
usual,?,?,?,?,?,?,?,?
?,?,complete,?,convenient,?,?,?,?
usual,proper,complete,?,convenient,convenient,?,priority,?
?,?,?,?,convenient,convenient,problematic,?,?
?,?,complete,2,?,inconv,?,?,very_recom
?,proper,complete,?,?,?,?,?,?
usual,?,?,2,convenient,inconv,?,not_recom,?
?,?,?,?,?,?,?,?,very_recom
usual,?,?,?,?,?,?,priority,?
?,?,complete,?,?,?,slightly_prob,not_recom,not_recom
usual,?,?,?,convenient,inconv,problematic,recommended,priority
?,?,?,?,?,?,?,priority,priority
?,?,?,?,?,?,?,not_recom,?
?,?,?,2,?,?,nonprob,?,very_recom
usual,?,complete,?,?,?,?,?,?
?,proper,?,?,less_conv,?,nonprob,?,not_recom
?,proper,complete,2,less_conv,convenient,slightly_prob,?,very_recom
usual,?,complete,?,?,convenient,?,?,?
usual,?,?,?,?,?,?,?,?
?,proper,?,?,?,?,?,?,?
usual,proper,?,?,?,convenient,problematic,?,priority
usual,proper,complete,2,?,?,?,not_recom,not_recom
?,proper,?,?,?,?,?,?,?
usual,?,?,?,less_conv,?,?,priority,?
?,proper,complete,?,?,inconv,nonprob,not_recom,?
?,proper,complete,2,?,inconv,?,?,very_recom
?,proper,complete,2,?,?,?,?,priority
?,?,?,2,?,?,?,not_recom,not_recom
usual,?,?,2,?,?,?,?,?
usual,?,complete,2,?,?,?,priority,priority
?,?,?,?,?,inconv,?,?,not_recom
usual,?,complete,2,critical,convenient,?,?,?
usual,proper,?,?,critical,convenient,?,priority,priority
?,proper,complete,?,?,convenient,nonprob,not_recom,?
?,?,?,?,?,?,slightly_prob,?,?
usual,?,?,?,critical,convenient,slightly_prob,?,priority
?,proper,?,2,?,convenient,?,not_recom,not_recom
?,?,complete,2,critical,convenient,?,?,priority
usual,proper,?,?,?,?,?,priority,?
?,?,?,2,?,?,problematic,?,?
?,?,?,?,?,?,?,recommended,?
usual,?,?,?,?,inconv,?,?,priority
usual,?,complete,?,?,inconv,nonprob,?,not_recom
usual,proper,complete,?,critical,?,slightly_prob,?,priority
?,?,complete,?,critical,?,?,?,?
?,?,?,2,?,?,?,?,?
usual,?,complete,2,?,inconv,problematic,?,?
?,proper,complete,?,?,inconv,problematic,?,?
?,proper,?,?,?,inconv,?,?,not_recom
usual,proper,complete,3,?,?,nonprob,?,?
?,?,?,3,convenient,?,nonprob,?,?
?,?,complete,?,?,?,?,not_recom,?
usual,?,?,?,convenient,?,?,?,?
?,proper,complete,?,?,?,?,?,priority
?,?,complete,?,?,convenient,?,?,not_recom
usual,proper,?,3,?,?,?,?,?
?,proper,?,?,convenient,?,problematic,?,?
usual,?,?,?,?,?,?,?,not_recom
usual,?,complete,3,?,?,nonprob,?,?
?,?,?,?,?,inconv,?,priority,priority
?,?,complete,?,?,?,?,?,?
?,?,?,3,?,?,?,?,?
?,?,complete,3,?,?,slightly_prob,?,?
?,proper,?,?,convenient,?,?,?,?
?,?,?,?,?,?,problematic,?,priority
usual,?,complete,?,convenient,?,?,?,?
?,?,complete,3,convenient,?,?,not_recom,?
usual,?,complete,3,?,?,nonprob,recommended,?
usual,proper,complete,?,less_conv,convenient,?,priority,?
?,?,complete,?,?,convenient,nonprob,?,not_recom
?,proper,complete,3,?,?,slightly_prob,?,?
?,proper,complete,?,?,?,slightly_prob,priority,?
usual,proper,?,?,less_conv,?,slightly_prob,?,not_recom
?,proper,?,3,less_conv,convenient,?,recommended,priority
usual,?,?,?,?,?,?,?,?
?,proper,?,?,?,convenient,?,?,not_recom
?,proper,?,?,less_conv,?,?,?,priority
?,proper,complete,?,?,?,nonprob,priority,?
?,proper,?,?,?,inconv,nonprob,?,?
usual,proper,?,?,less_conv,?,slightly_prob,?,?
usual,?,complete,3,less_conv,?,slightly_prob,?,?
usual,proper,?,3,less_conv,?,?,?,?
?,?,complete,?,less_conv,?,?,?,priority
usual,proper,?,?,less_conv,inconv,?,?,?
?,proper,?,?,?,inconv,problematic,?,?
?,?,?,?,critical,?,?,recommended,priority
?,proper,complete,3,critical,?,?,?,?
?,?,complete,?,?,?,nonprob,?,?
usual,proper,?,?,?,?,slightly_prob,recommended,?
usual,proper,?,?,?,convenient,slightly_prob,priority,priority
?,?,complete,3,?,convenient,slightly_prob,not_recom,?
usual,proper,complete,3,?,convenient,?,?,priority
?,proper,?,3,critical,?,?,?,priority
usual,proper,complete,3,critical,?,problematic,not_recom,?
usual,?,?,3,?,?,nonprob,recommended,?
?,?,complete,3,?,inconv,nonprob,?,?
usual,?,?,?,?,?,?,not_recom,?
?,proper,?,?,critical,inconv,slightly_prob,recommended,?
usual,?,complete,3,critical,inconv,?,?,?
?,?,?,3,critical,?,?,?,?
?,?,?,?,?,inconv,problematic,?,?
?,?,?,3,critical,?,?,priority,?
?,?,?,?,critical,?,?,not_recom,?
usual,?,complete,?,?,convenient,?,?,?
usual,proper,?,more,?,convenient,?,priority,?
usual,proper,?,more,?,convenient,?,not_recom,?
usual,proper,?,more,convenient,?,?,?,?
?,proper,complete,more,?,?,slightly_prob,?,?
?,proper,?,?,convenient,convenient,slightly_prob,not_recom,not_recom
usual,?,?,?,convenient,?,?,?,priority
?,?,?,more,convenient,convenient,?,priority,?
usual,?,?,?,?,?,problematic,not_recom,?
usual,proper,complete,more,?,inconv,?,recommended,priority
?,proper,?,?,convenient,?,?,priority,?
usual,?,complete,more,?,?,nonprob,not_recom,not_recom
?,?,complete,?,?,inconv,slightly_prob,?,priority
?,?,complete,more,convenient,?,?,priority,priority
?,?,?,more,?,inconv,?,not_recom,?
?,proper,?,?,convenient,?,?,recommended,priority
usual,?,?,?,?,?,problematic,priority,?
?,proper,?,?,convenient,?,?,not_recom,not_recom
?,proper,complete,?,less_conv,?,?,?,?
?,proper,?,?,less_conv,convenient,?,priority,priority
?,?,?,?,less_conv,convenient,?,?,?
?,proper,complete,more,less_conv,convenient,?,?,priority
?,proper,?,?,?,convenient,slightly_prob,?,priority
usual,proper,complete,?,?,convenient,slightly_prob,not_recom,?
?,proper,complete,?,?,convenient,?,recommended,?
?,?,complete,?,?,?,?,?,priority
usual,proper,complete,more,?,?,problematic,?,not_recom
?,?,?,?,less_conv,?,nonprob,recommended,priority
usual,proper,complete,more,less_conv,?,nonprob,?,?
?,proper,?,more,less_conv,?,nonprob,not_recom,?
?,?,?,?,less_conv,?,?,?,?
?,?,?,more,less_conv,inconv,slightly_prob,?,?
?,proper,complete,?,?,?,?,?,?
usual,?,complete,?,less_conv,inconv,?,?,?
?,?,complete,?,less_conv,inconv,?,priority,priority
usual,?,?,more,less_conv,?,problematic,?,?
usual,proper,complete,more,critical,convenient,?,recommended,priority
usual,?,complete,more,?,?,nonprob,?,?
?,?,?,?,?,?,nonprob,?,?
usual,?,complete,more,critical,?,?,?,?
?,?,?,?,?,convenient,slightly_prob,priority,priority
?,proper,?,more,?,?,?,?,?
usual,?,complete,more,?,convenient,?,?,?
?,?,?,more,?,?,?,?,?
usual,proper,?,?,?,?,?,not_recom,?
usual,?,complete,?,critical,?,?,?,priority
?,?,complete,?,?,?,nonprob,priority,?
?,?,?,more,critical,?,nonprob,?,not_recom
usual,?,?,?,?,inconv,?,?,priority
usual,?,?,?,?,inconv,slightly_prob,?,priority
?,proper,?,?,?,inconv,?,not_recom,?
?,proper,?,?,?,?,problematic,recommended,priority
?,?,?,more,critical,?,problematic,?,priority
usual,proper,complete,?,?,inconv,?,?,?
usual,?,completed,?,convenient,convenient,nonprob,?,?
usual,proper,?,1,?,?,?,priority,?
?,?,?,?,convenient,convenient,nonprob,not_recom,?
usual,proper,?,1,convenient,convenient,?,recommended,very_recom
?,?,completed,1,?,?,slightly_prob,?,?
?,?,?,?,convenient,?,slightly_prob,?,?
?,?,?,?,?,convenient,?,recommended,?
?,?,?,?,convenient,convenient,?,priority,?
usual,?,?,?,?,convenient,?,not_recom,?
usual,proper,completed,1,?,inconv,?,recommended,very_recom
usual,?,?,1,?,?,?,?,priority
?,proper,completed,1,?,inconv,nonprob,?,?
?,proper,completed,?,convenient,?,slightly_prob,recommended,?
usual,proper,?,1,?,inconv,?,?,?
?,?,?,?,?,inconv,slightly_prob,?,?
?,proper,?,?,?,inconv,?,?,?
?,proper,?,1,convenient,?,?,?,priority
?,?,completed,1,?,?,?,?,?
usual,?,completed,1,?,convenient,?,?,?
?,?,completed,?,less_conv,?,nonprob,priority,priority
?,?,completed,1,less_conv,?,?,?,not_recom
usual,proper,?,?,less_conv,convenient,slightly_prob,?,?
?,proper,?,?,less_conv,?,slightly_prob,?,priority
?,proper,completed,?,less_conv,?,?,?,?
?,proper,?,?,?,convenient,?,?,?
?,?,completed,?,less_conv,convenient,problematic,?,?
?,?,?,?,?,convenient,?,?,?
?,proper,?,1,?,?,nonprob,recommended,?
usual,proper,completed,?,less_conv,?,?,priority,priority
?,?,?,1,less_conv,inconv,nonprob,not_recom,?
usual,proper,completed,?,less_conv,?,?,?,?
?,proper,?,?,?,?,slightly_prob,?,?
?,?,?,1,less_conv,inconv,?,?,?
?,?,?,?,?,?,problematic,recommended,priority
usual,?,?,?,?,?,problematic,?,?
?,?,?,?,less_conv,?,?,?,not_recom
?,proper,?,?,?,?,?,recommended,?
?,proper,?,1,?,?,?,priority,?
?,?,?,1,critical,?,?,not_recom,not_recom
?,proper,?,?,?,?,?,?,?
?,proper,completed,?,?,convenient,slightly_prob,priority,priority
usual,proper,?,?,critical,?,?,not_recom,?
usual,?,completed,?,critical,convenient,?,?,?
?,?,?,?,?,convenient,problematic,?,?
usual,proper,completed,?,critical,?,?,not_recom,not_recom
?,proper,?,?,critical,inconv,?,recommended,?
usual,proper,completed,1,?,inconv,nonprob,?,?
?,proper,completed,1,critical,?,?,?,not_recom
?,?,?,?,?,?,slightly_prob,?,priority
?,?,?,?,?,inconv,slightly_prob,priority,?
?,?,completed,?,critical,?,?,?,?
?,proper,completed,1,?,?,?,?,?
?,?,completed,1,?,inconv,?,?,?
usual,proper,completed,?,?,?,problematic,not_recom,?
?,proper,completed,?,convenient,convenient,?,recommended,?
?,proper,?,2,convenient,convenient,?,?,priority
usual,proper,?,2,?,?,?,not_recom,?
usual,?,?,?,?,?,?,?,?
?,?,?,2,convenient,?,slightly_prob,?,?
?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,recommended,priority
usual,proper,?,2,?,convenient,?,?,priority
?,?,?,?,convenient,?,problematic,?,?
?,?,?,?,?,?,?,?,very_recom
?,proper,completed,?,?,inconv,?,?,priority
usual,proper,?,?,?,?,?,?,?
usual,proper,completed,2,convenient,inconv,slightly_prob,?,?
?,?,completed,2,?,?,slightly_prob,priority,priority
?,proper,completed,?,?,inconv,slightly_prob,not_recom,not_recom
usual,proper,completed,?,?,inconv,?,recommended,?
?,proper,completed,2,?,?,?,?,?
usual,?,?,?,?,inconv,problematic,?,not_recom
?,?,?,?,?,?,nonprob,?,?
usual,?,?,?,less_conv,convenient,nonprob,?,priority
?,?,?,?,less_conv,convenient,?,not_recom,not_recom
usual,proper,completed,?,less_conv,?,?,?,?
?,?,?,?,?,convenient,?,priority,priority
?,?,completed,2,?,?,?,?,not_recom
usual,proper,?,2,less_conv,convenient,problematic,?,?
?,proper,?,?,?,convenient,?,priority,?
usual,proper,?,2,less_conv,convenient,?,not_recom,not_recom
usual,proper,?,?,?,?,?,?,very_recom
usual,proper,?,?,less_conv,inconv,?,?,?
?,?,?,?,?,?,nonprob,not_recom,?
usual,?,completed,?,?,?,slightly_prob,?,very_recom
usual,proper,completed,2,?,?,?,?,priority
?,proper,?,2,?,?,slightly_prob,not_recom,?
?,?,completed,2,less_conv,inconv,?,recommended,?
usual,proper,completed,2,less_conv,inconv,problematic,?,priority
usual,?,?,2,less_conv,?,?,not_recom,?
?,proper,completed,?,critical,?,nonprob,?,priority
usual,proper,?,?,?,convenient,nonprob,priority,?
?,proper,completed,2,critical,?,?,?,not_recom
usual,?,?,2,?,?,slightly_prob,?,?
?,?,?,2,?,?,?,priority,priority
?,proper,completed,?,critical,?,slightly_prob,?,?
?,?,completed,2,critical,?,?,?,?
usual,?,?,?,?,?,?,?,priority
usual,?,completed,?,?,?,?,?,not_recom
?,?,?,?,?,?,?,?,priority
?,?,?,?,?,?,nonprob,?,?
?,?,completed,2,?,inconv,nonprob,not_recom,?
usual,?,?,2,?,inconv,slightly_prob,recommended,priority
?,proper,?,?,?,?,slightly_prob,priority,?
?,?,?,2,critical,inconv,slightly_prob,not_recom,not_recom
usual,proper,?,?,?,?,problematic,recommended,?
?,?,completed,?,?,inconv,?,priority,priority
?,?,?,2,?,inconv,problematic,?,?
?,?,?,?,?,?,nonprob,recommended,?
?,proper,?,?,?,convenient,?,priority,priority
?,?,completed,3,?,convenient,?,not_recom,not_recom
usual,?,completed,3,?,?,?,?,very_recom
?,?,completed,?,convenient,convenient,?,?,?
usual,proper,?,?,?,?,?,not_recom,not_recom
usual,proper,?,?,?,convenient,?,?,priority
?,proper,?,?,?,convenient,problematic,?,priority
?,?,?,3,?,?,?,?,?
?,?,completed,?,convenient,?,?,recommended,?
?,proper,?,?,?,?,?,?,priority
?,?,?,3,?,?,?,?,?
?,?,?,?,convenient,?,?,recommended,?
?,proper,completed,3,?,?,?,?,?
?,?,?,3,?,?,slightly_prob,?,?
?,proper,?,?,?,inconv,?,?,?
usual,?,completed,?,convenient,inconv,problematic,priority,?
?,?,completed,3,?,?,problematic,?,?
?,proper,?,?,?,convenient,nonprob,?,?
?,proper,?,3,less_conv,convenient,nonprob,priority,priority
?,?,completed,3,?,?,nonprob,not_recom,?
usual,?,?,3,?,convenient,?,?,priority
?,?,?,3,less_conv,?,slightly_prob,?,priority
?,?,completed,?,?,?,?,?,not_recom
?,proper,?,3,?,?,problematic,recommended,priority
?,proper,completed,3,?,convenient,?,?,?
usual,proper,?,?,?,?,?,not_recom,not_recom
usual,?,?,?,less_conv,inconv,?,?,?
?,proper,?,?,?,inconv,nonprob,?,?
usual,?,?,3,?,inconv,?,?,not_recom
usual,?,completed,?,?,inconv,?,?,priority
?,?,?,3,?,inconv,slightly_prob,priority,priority
usual,?,?,?,less_conv,?,?,not_recom,not_recom
usual,proper,?,?,?,inconv,?,recommended,priority
usual,?,?,?,?,?,?,?,priority
usual,proper,completed,3,?,inconv,problematic,not_recom,?
